name,url,price,rating,number of reviews,description,asin,manufacturer
"INOVERA Faux Leather Women Handbags Shoulder Hobo Bag Purse With Long Strap, 32L x 13B x 30H cm ",https://www.amazon.in/Inovera-Label-Women-Handbags-Shoulder/dp/B08CMQD4BC/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1675443372&sprefix=ba%2Caps%2C283&sr=8-20,"1,399",4.1 out of 5 stars,",80"," 
 # Description #  Classic Hobo Purse: Top zipper closure, with 2 side zipper pockets design and elegant tassels decoration, fashionable and practical handbags for women, perfect for shopping, dating, travel and business Updated Women Handbags: High-quality PU leather, Reinforced shoulder strap and improved zipper quality, also improved lining polyester, all faux leather hobo bags have been done anti-shock & wear-resistant tests, good purses and handbags for women Structure: Ladies hobo handbags has one main compartment,1 middle compartment, 1 zipper pocket and 2 slot pockets, with 1 back zipper pocket, enough capacity to organize your daily items, such as 9.7-inch iPad, book, umbrella, wallet, water bottle, iPhone and cosmetics, etc Medium Purses for Women: 32L x 13B x 30H cm. Short handle height: 25cm, This hobo bag comes with a long removable and adjustable shoulder strap, which can be used as a women's shoulder bag or hobo crossbody bag  ",B08CMQD4BC,Visit the INOVERA (LABEL) Store
"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather ",https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QL8633G/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1675443372&sprefix=ba%2Caps%2C283&sr=8-21,999,4.0 out of 5 stars,6," 
",B07QL8633G,Brand: AirCase
Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black) ,https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1675443372&sprefix=ba%2Caps%2C283&sr=8-22,"1,999",4.3 out of 5 stars,",88"," 
 Two main compartments. Two additional front pocket and two bottle pocket. Padded cushion back panel and easily adjustable padded shoulder straps with anti sweat fabric underneath. Grab handle and padded laptop sleeve with elastic tape.  ",B075MK4TXP,Brand: Gear
NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel ,https://www.amazon.in/Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1675443372&sprefix=ba%2Caps%2C283&sr=8-23,"1,247",4.0 out of 5 stars,",98"," 
 Full access to the main compartment with the centre zipper opening; It also has an adjustable shoulder strap along with grip handle, which will make it easy to carry it around  ",B07FWQ9HRV,Visit the Nivia Store
Tommy Hilfiger Joshua 15 inch 21 Ltrs Light Grey Laptop Backpack (TH/JOSHUALAP07) ,https://www.amazon.in/Hilfiger-Joshua-Backpack-TH-JOSHUALAP01/dp/B07N8GRWTZ/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1675443372&sprefix=ba%2Caps%2C283&sr=8-24,239,3.9 out of 5 stars,6," 
",B07N8GRWTZ,Visit the Tommy Hilfiger Store
Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black ,https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1675443372&sprefix=ba%2Caps%2C283&sr=8-25,"2,239",3.7 out of 5 stars,",92"," 
 Intuitively crafted at the Gear design studio to balance comfort, style, endurance and functionality.  ",B019HA8AYG,Brand: Gear
"WILDHORN 31L Laptop Backpack for Men / Women I Fits upto 15.6"" Laptop I Waterproof I Travel / Business / College Bookbags ",https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL66G55/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1675443372&sprefix=ba%2Caps%2C283&sr=8-26,249,4.1 out of 5 stars,0,not available,B09QL66G55,Visit the WildHorn Store
Red Lemon Swisslook Polyester Bange Series 45L 15.6-inch Laptop Bags Backpack for Men and Women Waterproof USB Anti Theft Travel Backpack ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDEzNjU1OTc5MjA3NDcyOjE2NzU0NDMzNzI6c3BfbXRmOjIwMTEwMDgyMjQwNTk4OjowOjo&url=%2FSwisslook-Polyester-15-6-inch-Backpack-Waterproof%2Fdp%2FB07XYTZP4Z%2Fref%3Dsr_1_27_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443372%26sprefix%3Dba%252Caps%252C283%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,599,4.3 out of 5 stars,",25",not available,B07XYTZP4Z,Visit the Red Lemon Store
Lavie Sport Chairman Director Business Laptop Bags | Premium Leatherette Business Backpacks for Men & Women | Durable Office Bag for Notebook/MacBook ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDEzNjU1OTc5MjA3NDcyOjE2NzU0NDMzNzI6c3BfbXRmOjIwMTA4NTk1NTk4MTk4OjowOjo&url=%2FLavie-Sport-Chairman-Compatible-compartments%2Fdp%2FB0B45VLPMT%2Fref%3Dsr_1_28_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443372%26sprefix%3Dba%252Caps%252C283%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"2,849",4.1 out of 5 stars,7," 
",B0B45VLPMT,Visit the Lavie Sport Store
"Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment ",https://www.amazon.in/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1675443372&sprefix=ba%2Caps%2C283&sr=8-29,"1,079",4.2 out of 5 stars,",58"," 
",B07YDGQQN5,Visit the FUR JADEN Store
Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley ,https://www.amazon.in/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_30?crid=2M096C61O4MLT&keywords=bags&qid=1675443372&sprefix=ba%2Caps%2C283&sr=8-30,839,4.0 out of 5 stars,",80"," 
 This unisex stylish travel Bag is made of premium nylon fabric which is the most durable material. It is water and scratch resistant. It has a full lining made of polyester for additional strength and protection for your valuables.  ",B097RJ22Q3,Visit the Lavie Sport Store
Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag ,https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_31?crid=2M096C61O4MLT&keywords=bags&qid=1675443372&sprefix=ba%2Caps%2C283&sr=8-31,999,4.1 out of 5 stars,1," 
 Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag  ",B098QFF5TJ,Brand: Wesley
Fur Jaden Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port ,https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_32?crid=2M096C61O4MLT&keywords=bags&qid=1675443372&sprefix=ba%2Caps%2C283&sr=8-32,798,4.0 out of 5 stars,"0,54"," 
 This durable and lightweight backpack from Fur Jaden can keep you sorted throughout the day while also being super stylish, thus making it the perfect modern and functional accessory for any user – male or female. This backpack can be the perfect complement to your bold and charismatic persona, while its multiple inner chambers can hold all your stuff with convenience. Fur Jaden backpacks are young, vibrant and fashionable accessories which are also a symbol of sophistication. This backpack is high on aesthetics as well as on utility and functionality. This unisex backpack from Fur Jaden comes in an anti-theft design which lets you carry your laptop anywhere with confidence. Keep your belongings secure as your score high on the style quotient with this functional backpack. One of the most striking features of this backpack is that it allows you to charge your phone while you are travelling. The charging dock which comes attached to the backpack allows you to connect your portable charger seamlessly for maximum convenience.The material of this backpack from Fur Jaden is water resistant, which keeps any worries about getting it wet in the rain or accidental splashes at bay. Your laptop and every other belonging will stay safe from water as long as you keep them inside your backpack. This backpack from Fur Jaden comes with substantial capacity to accommodate your laptop and other goods with ease. The large capacity of this backpack can store laptops up to a 15.6 inches without any hassle. Weighing in at only 0.7kg, this Fur Jaden backpack with anti-theft feature is a breeze to carry around. Most of the weight you will feel is that of the goods you carry inside, as the backpack does not impose much weight on the user. This multipurpose and water resistant backpack from Fur Jaden can take you from day to night, thanks to its multiple compartments. With 1 main compartment and 7 small, inner pockets, it lets you store all your belongings and keeps them sorted too. Pattern: Solid.  ",B078GLXMDY,Visit the FUR JADEN Store
Half Moon Strike 35L Unisex Spacious School/ Laptop/ College/ Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets ,https://www.amazon.in/Half-Moon-Spacious-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_33?crid=2M096C61O4MLT&keywords=bags&qid=1675443372&sprefix=ba%2Caps%2C283&sr=8-33,799,3.6 out of 5 stars,," 
 A super-slim design, trendy looks and durable construction - this stylish 35 L backpack from Half Moon has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the Half Moon promise of quality.  ",B0BLVQ9NTD,Brand: Half Moon
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover ,https://www.amazon.in/Half-Moon-Backpack-Compartment-Reflective/dp/B0BJ32LQ6X/ref=sr_1_34?crid=2M096C61O4MLT&keywords=bags&qid=1675443372&sprefix=ba%2Caps%2C283&sr=8-34,699,3.9 out of 5 stars,",12"," 
 This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.  ",B0BJ32LQ6X,Brand: Half Moon
"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue ",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1675443372&sprefix=ba%2Caps%2C283&sr=8-35,849,4.3 out of 5 stars,"2,10",not available,B07K8KLB3P,Brand: Wesley
"LuvLap Baby Breast Milk Storage Bags (Pack of 25), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent ",https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZZ57FT/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1675443372&sprefix=ba%2Caps%2C283&sr=8-36,498,4.3 out of 5 stars,1," 
 Baby Breast Milk Storage Bags, BPA Free Disposable Milk Freezer Bags for Breast Feeding (Pack of 25 Bags)  ",B099ZZ57FT,Visit the Luv Lap Store
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDEzNjU1OTc5MjA3NDcyOjE2NzU0NDMzNzI6c3BfYnRmOjIwMTA0MTQwMjYzNjk4OjowOjo&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_37_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443372%26sprefix%3Dba%252Caps%252C283%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,308,3.9 out of 5 stars,8,not available,B01LXNNFDF,Visit the Urban Tribe Store
Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDEzNjU1OTc5MjA3NDcyOjE2NzU0NDMzNzI6c3BfYnRmOjIwMTEwMDgyMjQxMjk4OjowOjo&url=%2FRed-Lemon-Ironlook-Briefcase-Anti-Theft%2Fdp%2FB09ZYMT7V1%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443372%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,169",4.2 out of 5 stars,," 
",B09ZYMT7V1,Visit the Red Lemon Store
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODQ3NjMwMDAzMTU5Nzc1OjE2NzU0NDM0NDQ6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_33_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443444%26sprefix%3Dba%252Caps%252C283%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,169",3.9 out of 5 stars,8,not available,B01LXNNFDF,Visit the Urban Tribe Store
Lavie Sport Chairman Director Business Laptop Bags | Premium Leatherette Business Backpacks for Men & Women | Durable Office Bag for Notebook/MacBook ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODQ3NjMwMDAzMTU5Nzc1OjE2NzU0NDM0NDQ6c3BfYXRmX25leHQ6MjAxMDg1OTU1OTgwOTg6OjA6Og&url=%2FLavie-Sport-Chairman-Compatible-compartments%2Fdp%2FB0B45SWK51%2Fref%3Dsr_1_34_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443444%26sprefix%3Dba%252Caps%252C283%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,099",4.1 out of 5 stars,7," 
",B0B45SWK51,Visit the Lavie Sport Store
SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB) ,https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1675443444&sprefix=ba%2Caps%2C283&sr=8-35,299,4.0 out of 5 stars,"7,77"," 
 Be it your short trips or your daily travel across the city, daypack has got you covered. With a 15 litre capacity daypack lets you carry your wallet, umbrella, kerchief, keys, earphones, Notepad, pens and other Essentials. The drawstring compartment lets you dump things that you pick up on your way. Compact Size and 2 Compartment.  ",B07Q7CNPMV,Visit the Safari Store
American Tourister Casual Backpack ,https://www.amazon.in/American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1675443444&sprefix=ba%2Caps%2C283&sr=8-36,"1,119",4.1 out of 5 stars,"4,19"," 
",B07CJCFNZG,Visit the American Tourister Store
Mi Business Casual 21L Water Resistant Laptop Backpack (Dark Grey) ,https://www.amazon.in/Mi-Business-Casual-Resistant-Backpack/dp/B07YY6PTMN/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1675443444&sprefix=ba%2Caps%2C283&sr=8-37,"1,199",4.4 out of 5 stars,",05",not available,B07YY6PTMN,Visit the MI Store
"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port ",https://www.amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1675443444&sprefix=ba%2Caps%2C283&sr=8-38,999,3.8 out of 5 stars,",82",not available,B07J46KLFP,Visit the FUR JADEN Store
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls ",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1675443444&sprefix=ba%2Caps%2C283&sr=8-39,489,3.9 out of 5 stars,",69"," 
 Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.  ",B09VTCNN75,Visit the FUR JADEN Store
"POLESTAR Vintage 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack , Water Resistant and Light Weight, 1 year Warranty ",https://www.amazon.in/POLESTAR-Vintage-Laptop-Backpack-bagpack/dp/B081GSQ9D9/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1675443444&sprefix=ba%2Caps%2C283&sr=8-40,689,3.9 out of 5 stars,",34",not available,B081GSQ9D9,Visit the POLESTAR Store
Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack ,https://www.amazon.in/Red-Lemon-Backpack-Multifunctional-Charcoal/dp/B0BGSV19KZ/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1675443444&sprefix=ba%2Caps%2C283&sr=8-41,549,4.4 out of 5 stars,2,not available,B0BGSV19KZ,Visit the Red Lemon Store
F Gear Raider 30 Liter Backpack with Rain Cover (.Marpat Navy Digital Camo) ,https://www.amazon.in/F-Gear-Raider-Marpat-Navy-Backpack/dp/B07F1157TV/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1675443444&sprefix=ba%2Caps%2C283&sr=8-42,"1,899",4.2 out of 5 stars,",86"," 
 Well if you are looking for a big bag which is also very stylish, durable, waterproof bag then your search ends here. Yes you got it right! This F Gear bag has three big compartments along with comprehensive pen-accessories organizer and one bottle holder on the side of the bag. Reflective printing along with inbuilt rain cover in a concealed pocket makes it most adapted for rainy conditions. Air mesh Padding at the back panel and shoulder straps for utmost Comfort.  ",B07F1157TV,Visit the F Gear Store
IRY 41.5 L Laptop Backpack Spacy Freeride Unisex Bag Office/School/College/Business ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODQ3NjMwMDAzMTU5Nzc1OjE2NzU0NDM0NDQ6c3BfbXRmOjIwMTE2NTIwNjgwODk4OjowOjo&url=%2Fdp%2FB0BTPXTQYZ%2Fref%3Dsr_1_43_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443444%26sprefix%3Dba%252Caps%252C283%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,822,4.2 out of 5 stars,9," 
 Laptop Backpack Spacy Freeride Unisex Bag Office/School/College/Business  ",B0BTPXTQYZ,Brand: IRY
COSMUS Agility Convertible Backpack Messenger Bag Shoulder bag Laptop Case Handbag Business Briefcase Multi-functional Travel Bag Fits 15.6 Inch Laptop ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODQ3NjMwMDAzMTU5Nzc1OjE2NzU0NDM0NDQ6c3BfbXRmOjIwMDIyMzA1MzQ2MzA2OjowOjo&url=%2FCOSMUS-Polyester-Multi-functional-Convertible-15-6-Inch%2Fdp%2FB07D1R1K84%2Fref%3Dsr_1_44_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443444%26sprefix%3Dba%252Caps%252C283%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,599,3.9 out of 5 stars,",76"," 
 Cosmus Agility - Must have for travel enthusiast tech savvy guys Cosmus bases on the cutting-edge of fashion trends, pursuing the best quality of bag category and devoting to providing the best product and service to customers. We make every effort to achieve the best in every detail of design, color, material, sewing, sales and service. Over the years we earned customer trust and this entrust us to provide high quality bags.  Backpack style Comfortable back strap system, easy and convenient to load on your back. Shoulder bag style One back pocket for hiding the back straps, A removable Shoulder strap been included, when you use it as a shoulder bag. Messenger bag style One back pocket for hiding the back straps when you use it as a messenger bag.  ",B07D1R1K84,Visit the COSMUS Store
Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty ,https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1675443444&sprefix=ba%2Caps%2C283&sr=8-45,"1,862",3.6 out of 5 stars,4,not available,B08YZ8FFBZ,Visit the Lunar's Store
Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls ,https://www.amazon.in/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1675443444&sprefix=ba%2Caps%2C283&sr=8-46,899,4.2 out of 5 stars,",67"," 
 FEATURES: DURABLE MATERIAL: Made with strong polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women; COMFY & STURDY: Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers; DURABLE AND LIGHT WEIGHT MATERIAL: Made with strong yet light weight polyester fabric with heavy zippers; INTERNAL ORGANISER: This backpack features an Internal Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items; LOTS OF STORAGE SPACE & POCKETS: One separate Padded laptop compartment. Multiple compartments can store lots of stuff, that too organised.  ",B09QM9N1B3,Brand: Half Moon
